sample_ID	paper_number	compound	chemical_family	Ln_ion	Ln_anisotropy	Ln_Kramers	concentration	coordination_number	number_of_ligands	coordination_elements	X_im_max	T_B3	T_B3H	H	Fit	Ueff	Ueff_2	Ueff_ff	tau0	tau0_ff	Hyst	T_hyst	DOI	reference	year	mol_cluster	mag_struct_cluster	mol_cluster_2	mag_struct_cluster_2	link_to_CIF
47	2009_01	[Er(W5O18)2]9-	POM	Er3+	Prolate	Kramers	100	8	2	Oxygen	T_B3 > 2K	5	NA	NA	X''(T)	55.2	NA	NA	1.6e-8	NA	Not Measured	NA	10.1021/ic801630z	AlDamen, M. A., Cardona-Serra, S., Clemente-Juan, J. M., Coronado, E., Gaita-Ariño, A., Martí-Gastaldo, C., Luis, F. & Montero, O. 2009 Mononuclear Lanthanide Single Molecule Magnets Based on the Polyoxometalates [Ln(W5O18)2]9−and [Ln(β2-SiW11O39)2]13−(LnIII= Tb, Dy, Ho, Er, Tm, and Yb). Inorganic Chemistry 48, 3467–3479. (doi:10.1021/ic801630z)	2003-2010	C	II	D	V	http://www.crystallography.net/cod/result/?doi=10.1021/ic801630z
48	2009_01	[Tb(SiW11O39)2]13-	POM	Tb3+	Oblate	Non-Kramers	100	8	2	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/ic801630z	AlDamen, M. A., Cardona-Serra, S., Clemente-Juan, J. M., Coronado, E., Gaita-Ariño, A., Martí-Gastaldo, C., Luis, F. & Montero, O. 2009 Mononuclear Lanthanide Single Molecule Magnets Based on the Polyoxometalates [Ln(W5O18)2]9−and [Ln(β2-SiW11O39)2]13−(LnIII= Tb, Dy, Ho, Er, Tm, and Yb). Inorganic Chemistry 48, 3467–3479. (doi:10.1021/ic801630z)	2003-2010	D	Unassigned	E	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/ic801630z
49	2009_01	[Dy(SiW11O39)2]13-	POM	Dy3+	Oblate	Kramers	100	8	2	Oxygen	Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/ic801630z	AlDamen, M. A., Cardona-Serra, S., Clemente-Juan, J. M., Coronado, E., Gaita-Ariño, A., Martí-Gastaldo, C., Luis, F. & Montero, O. 2009 Mononuclear Lanthanide Single Molecule Magnets Based on the Polyoxometalates [Ln(W5O18)2]9−and [Ln(β2-SiW11O39)2]13−(LnIII= Tb, Dy, Ho, Er, Tm, and Yb). Inorganic Chemistry 48, 3467–3479. (doi:10.1021/ic801630z)	2003-2010	B	Unassigned	B	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/ic801630z
50	2009_01	[Ho(SiW11O39)2]13-	POM	Ho3+	Oblate	Non-Kramers	100	8	2	Oxygen	Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/ic801630z	AlDamen, M. A., Cardona-Serra, S., Clemente-Juan, J. M., Coronado, E., Gaita-Ariño, A., Martí-Gastaldo, C., Luis, F. & Montero, O. 2009 Mononuclear Lanthanide Single Molecule Magnets Based on the Polyoxometalates [Ln(W5O18)2]9−and [Ln(β2-SiW11O39)2]13−(LnIII= Tb, Dy, Ho, Er, Tm, and Yb). Inorganic Chemistry 48, 3467–3479. (doi:10.1021/ic801630z)	2003-2010	B	Unassigned	E	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/ic801630z
51	2009_01	[Er(SiW11O39)2]13-	POM	Er3+	Prolate	Kramers	100	8	2	Oxygen	Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/ic801630z	AlDamen, M. A., Cardona-Serra, S., Clemente-Juan, J. M., Coronado, E., Gaita-Ariño, A., Martí-Gastaldo, C., Luis, F. & Montero, O. 2009 Mononuclear Lanthanide Single Molecule Magnets Based on the Polyoxometalates [Ln(W5O18)2]9−and [Ln(β2-SiW11O39)2]13−(LnIII= Tb, Dy, Ho, Er, Tm, and Yb). Inorganic Chemistry 48, 3467–3479. (doi:10.1021/ic801630z)	2003-2010	C	Unassigned	D	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/ic801630z
52	2009_01	[Tm(SiW11O39)2]13-	POM	Tm3+	Prolate	Non-Kramers	100	8	2	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/ic801630z	AlDamen, M. A., Cardona-Serra, S., Clemente-Juan, J. M., Coronado, E., Gaita-Ariño, A., Martí-Gastaldo, C., Luis, F. & Montero, O. 2009 Mononuclear Lanthanide Single Molecule Magnets Based on the Polyoxometalates [Ln(W5O18)2]9−and [Ln(β2-SiW11O39)2]13−(LnIII= Tb, Dy, Ho, Er, Tm, and Yb). Inorganic Chemistry 48, 3467–3479. (doi:10.1021/ic801630z)	2003-2010	C	Unassigned	D	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/ic801630z
53	2009_01	[Yb(SiW11O39)2]13-	POM	Yb3+	Prolate	Kramers	100	8	2	Oxygen	Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/ic801630z	AlDamen, M. A., Cardona-Serra, S., Clemente-Juan, J. M., Coronado, E., Gaita-Ariño, A., Martí-Gastaldo, C., Luis, F. & Montero, O. 2009 Mononuclear Lanthanide Single Molecule Magnets Based on the Polyoxometalates [Ln(W5O18)2]9−and [Ln(β2-SiW11O39)2]13−(LnIII= Tb, Dy, Ho, Er, Tm, and Yb). Inorganic Chemistry 48, 3467–3479. (doi:10.1021/ic801630z)	2003-2010	C	Unassigned	D	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/ic801630z
54	2010_01	[Sm(FTA)3L]	Schiff Base	Sm3+	Prolate	Kramers	100	8	4	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1039/b924547b	Li, D.-P., Wang, T.-W., Li, C.-H., Liu, D.-S., Li, Y.-Z. & You, X.-Z. 2010 Single-ion magnets based on mononuclear lanthanide complexes with chiral Schiff base ligands [Ln(FTA)3L] (Ln = Sm, Eu, Gd, Tb and Dy). Chemical Communications 46, 2929. (doi:10.1039/b924547b)	2003-2010	C	Unassigned	D	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/b924547b
55	2010_01	[Gd(FTA)3L]	Schiff Base	Gd3+	Isotropic	Kramers	100	8	4	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1039/b924547b	Li, D.-P., Wang, T.-W., Li, C.-H., Liu, D.-S., Li, Y.-Z. & You, X.-Z. 2010 Single-ion magnets based on mononuclear lanthanide complexes with chiral Schiff base ligands [Ln(FTA)3L] (Ln = Sm, Eu, Gd, Tb and Dy). Chemical Communications 46, 2929. (doi:10.1039/b924547b)	2003-2010	A	Unassigned	A	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/b924547b
56	2010_01	[Tb(FTA)3L]	Schiff Base	Tb3+	Oblate	Non-Kramers	100	8	4	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1039/b924547b	Li, D.-P., Wang, T.-W., Li, C.-H., Liu, D.-S., Li, Y.-Z. & You, X.-Z. 2010 Single-ion magnets based on mononuclear lanthanide complexes with chiral Schiff base ligands [Ln(FTA)3L] (Ln = Sm, Eu, Gd, Tb and Dy). Chemical Communications 46, 2929. (doi:10.1039/b924547b)	2003-2010	B	Unassigned	E	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/b924547b
57	2010_01	[Dy(FTA)3L]	Schiff Base	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	T_B3 > 2K	12	NA	NA	X''(T)	54.4	NA	NA	8.7e-6	NA	Not Measured	NA	10.1039/b924547b	Li, D.-P., Wang, T.-W., Li, C.-H., Liu, D.-S., Li, Y.-Z. & You, X.-Z. 2010 Single-ion magnets based on mononuclear lanthanide complexes with chiral Schiff base ligands [Ln(FTA)3L] (Ln = Sm, Eu, Gd, Tb and Dy). Chemical Communications 46, 2929. (doi:10.1039/b924547b)	2003-2010	B	II	B	III	http://www.crystallography.net/cod/result/?doi=10.1039/b924547b
58	2010_02	[Dy(TTA)3(L3)]	Mixed Ligands	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	Freq-dependent X''	NA	8	2000	X''(T)	41	NA	NA	9.9e-7	NA	Not Measured	NA	10.1021/ic901720a	Wang, Y., Li, X.-L., Wang, T.-W., Song, Y. & You, X.-Z. 2010 Slow Relaxation Processes and Single-Ion Magnetic Behaviors in Dysprosium-Containing Complexes. Inorganic Chemistry 49, 969–976. (doi:10.1021/ic901720a)	2003-2010	B	II	B	III	http://www.crystallography.net/cod/result/?doi=10.1021/ic901720a
59	2010_04	[Tb(hfac)3NIT-2Py].0.5C7H16	Radical	Tb3+	Oblate	Non-Kramers	100	8	4	Oxygen+Nitrogen	T_B3 > 2K	3.5	NA	NA	X''(T)	17.1	NA	NA	9.56e-7	NA	No Hysteresis	NA	10.1021/ic100008g	Wang, X.-L., Li, L.-C. & Liao, D.-Z. 2010 Slow Magnetic Relaxation in Lanthanide Complexes with Chelating Nitronyl Nitroxide Radical. Inorganic Chemistry 49, 4735–4737. (doi:10.1021/ic100008g)	2003-2010	B	II	E	VII	http://www.crystallography.net/cod/result/?doi=10.1021/ic100008g
60	2010_04	[Dy(hfac)3NIT-2Py].0.5C7H17	Radical	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Hysteresis	NA	10.1021/ic100008g	Wang, X.-L., Li, L.-C. & Liao, D.-Z. 2010 Slow Magnetic Relaxation in Lanthanide Complexes with Chelating Nitronyl Nitroxide Radical. Inorganic Chemistry 49, 4735–4737. (doi:10.1021/ic100008g)	2003-2010	B	Unassigned	B	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/ic100008g
61	2010_09	chiral-derivative of Pc2Tb - disordered	LnPc2	Tb3+	Oblate	Non-Kramers	100	8	2	Nitrogen	T_B3 > 2K	45	NA	NA	NA	607.68	NA	NA	1.71e-10	NA	Not Measured	NA	10.1002/anie.200905007	Gonidec, M., Luis, F., Vílchez, À., Esquena, J., Amabilino, D. B. & Veciana, J. 2010 A Liquid-Crystalline Single-Molecule Magnet with Variable Magnetic Properties. Angewandte Chemie International Edition 49, 1623–1626. (doi:10.1002/anie.200905007)	2003-2010	D	III	F	VIII	NA
62	2010_09	chiral-derivative of Pc2Tb - partially ordered	LnPc2	Tb3+	Oblate	Non-Kramers	100	8	2	Nitrogen	Not Measured	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1002/anie.200905007	Gonidec, M., Luis, F., Vílchez, À., Esquena, J., Amabilino, D. B. & Veciana, J. 2010 A Liquid-Crystalline Single-Molecule Magnet with Variable Magnetic Properties. Angewandte Chemie International Edition 49, 1623–1626. (doi:10.1002/anie.200905007)	2003-2010	D	Unassigned	F	Unassigned	NA
63	2010_09	chiral-derivative of Pc2Tb - ordered crystalline	LnPc2	Tb3+	Oblate	Non-Kramers	100	8	2	Nitrogen	T_B3 > 2K	40	NA	NA	NA	691.2	NA	NA	6.9e-12	NA	Not Measured	NA	10.1002/anie.200905007	Gonidec, M., Luis, F., Vílchez, À., Esquena, J., Amabilino, D. B. & Veciana, J. 2010 A Liquid-Crystalline Single-Molecule Magnet with Variable Magnetic Properties. Angewandte Chemie International Edition 49, 1623–1626. (doi:10.1002/anie.200905007)	2003-2010	D	III	F	VIII	NA
64	2011_01	[ErIIIZnII3(L1)(OAc)(NO3)2(H2O)1.5(MeOH)0.5]	TM near Ln	Er3+	Prolate	Kramers	100	9	3	Oxygen	No Freq-dependent X''	NA	NA	NA	Argand	8.1	NA	NA	5.3e-7	NA	Not Measured	NA	10.1002/anie.201008180	Yamashita, A., Watanabe, A., Akine, S., Nabeshima, T., Nakano, M., Yamamura, T. & Kajiwara, T. 2011 Wheel-Shaped ErIIIZnII3Single-Molecule Magnet: A Macrocyclic Approach to Designing Magnetic Anisotropy. Angewandte Chemie International Edition 50, 4016–4019. (doi:10.1002/anie.201008180)	2011	C	II	D	V	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=805688
65	2011_02	Dy(H2BPzMe22)3	Other Families	Dy3+	Oblate	Kramers	100	6	3	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/ic201078r	Meihaus, K. R., Rinehart, J. D. & Long, J. R. 2011 Dilution-Induced Slow Magnetic Relaxation and Anomalous Hysteresis in Trigonal Prismatic Dysprosium(III) and Uranium(III) Complexes. Inorganic Chemistry 50, 8484–8489. (doi:10.1021/ic201078r)	2011	B	Unassigned	C	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/ic201078r
66	2011_02	Dy(H2BPzMe22)3	Other Families	Dy3+	Oblate	Kramers	53	6	3	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pinched Hysteresis	3	10.1021/ic201078r	Meihaus, K. R., Rinehart, J. D. & Long, J. R. 2011 Dilution-Induced Slow Magnetic Relaxation and Anomalous Hysteresis in Trigonal Prismatic Dysprosium(III) and Uranium(III) Complexes. Inorganic Chemistry 50, 8484–8489. (doi:10.1021/ic201078r)	2011	B	Unassigned	C	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/ic201078r
67	2011_02	Dy(H2BPzMe22)3	Other Families	Dy3+	Oblate	Kramers	7	6	3	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/ic201078r	Meihaus, K. R., Rinehart, J. D. & Long, J. R. 2011 Dilution-Induced Slow Magnetic Relaxation and Anomalous Hysteresis in Trigonal Prismatic Dysprosium(III) and Uranium(III) Complexes. Inorganic Chemistry 50, 8484–8489. (doi:10.1021/ic201078r)	2011	B	Unassigned	C	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/ic201078r
68	2011_02	Dy(H2BPzMe22)3	Other Families	Dy3+	Oblate	Kramers	2	6	3	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/ic201078r	Meihaus, K. R., Rinehart, J. D. & Long, J. R. 2011 Dilution-Induced Slow Magnetic Relaxation and Anomalous Hysteresis in Trigonal Prismatic Dysprosium(III) and Uranium(III) Complexes. Inorganic Chemistry 50, 8484–8489. (doi:10.1021/ic201078r)	2011	B	Unassigned	C	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/ic201078r
69	2011_02	Dy(H2BPzMe22)3	Other Families	Dy3+	Oblate	Kramers	1	6	3	Oxygen	No Freq-dependent X''	NA	NA	NA	Argand	24.48	NA	NA	4e-7	NA	Not Measured	NA	10.1021/ic201078r	Meihaus, K. R., Rinehart, J. D. & Long, J. R. 2011 Dilution-Induced Slow Magnetic Relaxation and Anomalous Hysteresis in Trigonal Prismatic Dysprosium(III) and Uranium(III) Complexes. Inorganic Chemistry 50, 8484–8489. (doi:10.1021/ic201078r)	2011	B	II	C	VI	http://www.crystallography.net/cod/result/?doi=10.1021/ic201078r
70	2011_03	[Dy(NTA)3L] / C56H40F9N2O6Dy	Other Families	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	Freq-dependent X''	NA	5.5	2000	X''(T)	30.3	NA	NA	4.5e-6	NA	Not Measured	NA	10.1039/c1cc11659b	Li, D.-P., Zhang, X.-P., Wang, T.-W., Ma, B.-B., Li, C.-H., Li, Y.-Z. & You, X.-Z. 2011 Distinct magnetic dynamic behavior for two polymorphs of the same Dy(iii) complex. Chemical Communications 47, 6867. (doi:10.1039/c1cc11659b)	2011	B	II	B	VI	http://www.crystallography.net/cod/result/?doi=10.1039/c1cc11659b
71	2011_03	[Dy(NTA)3L] / C56H40F9N2O6Dy	Other Families	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1039/c1cc11659b	Li, D.-P., Zhang, X.-P., Wang, T.-W., Ma, B.-B., Li, C.-H., Li, Y.-Z. & You, X.-Z. 2011 Distinct magnetic dynamic behavior for two polymorphs of the same Dy(iii) complex. Chemical Communications 47, 6867. (doi:10.1039/c1cc11659b)	2011	B	Unassigned	B	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/c1cc11659b
72	2011_04	[{Dy(hfac)3}2Pd(dpk)2]	TM near Ln	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	T_B3 > 2K	4	NA	NA	X''(T)	28.6	NA	NA	8e-8	NA	No Hysteresis	NA	10.1016/j.poly.2011.03.020	Okazawa, A., Nojiri, H., Ishida, T. & Kojima, N. 2011 Single-molecule magnet behavior enhanced by magnetic coupling between 4f and 3d spins. Polyhedron 30, 3140–3144. (doi:10.1016/j.poly.2011.03.020)	2011	B	II	B	III	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=794454
73	2011_05	[Dy(phen)(acac)3]	Mixed Ligands	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	T_B3 > 2K	17	NA	NA	Argand	63.84	NA	NA	5.728e-6	NA	No Hysteresis	NA	10.1039/c1dt10050e	Chen, G.-J., Gao, C.-Y., Tian, J.-L., Tang, J., Gu, W., Liu, X., Yan, S.-P., Liao, D.-Z. & Cheng, P. 2011 Coordination-perturbed single-molecule magnet behaviour of mononuclear dysprosium complexes. Dalton Transactions 40, 5579. (doi:10.1039/c1dt10050e)	2011	B	II	B	III	http://www.crystallography.net/cod/result/?doi=10.1039/c1dt10050e
74	2011_05	[Dy(phen)2(NO3)2(acac)]·H2O	Mixed Ligands	Dy3+	Oblate	Kramers	100	NA	6	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	X''(T)	NA	NA	NA	NA	NA	Not Measured	NA	10.1039/c1dt10050e	Chen, G.-J., Gao, C.-Y., Tian, J.-L., Tang, J., Gu, W., Liu, X., Yan, S.-P., Liao, D.-Z. & Cheng, P. 2011 Coordination-perturbed single-molecule magnet behaviour of mononuclear dysprosium complexes. Dalton Transactions 40, 5579. (doi:10.1039/c1dt10050e)	2011	B	Unassigned	C	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/c1dt10050e
75	2011_06	C29H33BrDyN3O10Zn	TM near Ln	Dy3+	Oblate	Kramers	100	9	5	Oxygen	T_B3 > 2K	24	NA	NA	X''(T)	333	NA	NA	1.1e-9	NA	Not Measured	NA	10.1002/chem.201003538	Watanabe, A., Yamashita, A., Nakano, M., Yamamura, T. & Kajiwara, T. 2011 Multi-Path Magnetic Relaxation of Mono-Dysprosium(III) Single-Molecule Magnet with Extremely High Barrier. Chemistry - A European Journal 17, 7428–7432. (doi:10.1002/chem.201003538)	2011	B	II	C	V	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=793485
76	2011_07	(Cp*)Er(COT)	Metallocene	Er3+	Prolate	Kramers	100	2	2	Carbon (aromatic rings)	T_B3 > 2K	17	NA	NA	NA	323	197	NA	8.17e-11	NA	Pinched Hysteresis	5	10.1021/ja200198v	Jiang, S.-D., Wang, B.-W., Sun, H.-L., Wang, Z.-M. & Gao, S. 2011 An Organometallic Single-Ion Magnet. Journal of the American Chemical Society 133, 4730–4733. (doi:10.1021/ja200198v)	2011	E	I	G	I	http://www.crystallography.net/cod/result/?doi=10.1021/ja200198v
77	2011_07	(Cp*)Er(COT)	Metallocene	Er3+	Prolate	Kramers	5	2	2	Carbon (aromatic rings)	T_B3 > 2K	NA	NA	NA	X''(T)	NA	NA	NA	NA	NA	Full Hysteresis	1.8	10.1021/ja200198v	Jiang, S.-D., Wang, B.-W., Sun, H.-L., Wang, Z.-M. & Gao, S. 2011 An Organometallic Single-Ion Magnet. Journal of the American Chemical Society 133, 4730–4733. (doi:10.1021/ja200198v)	2011	E	Unassigned	G	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/ja200198v
78	2011_08	[Zn3Dy(LPr)(NO3)3(MeOH)3]·4H2O	TM near Ln	Dy3+	Oblate	Kramers	100	9	3	Oxygen	Freq-dependent X''	NA	4	1500	NA	25.8	NA	NA	1.2e-6	NA	Not Measured	NA	10.1002/chem.201100438	Feltham, H. L. C., Lan, Y., Klöwer, F., Ungur, L., Chibotaru, L. F., Powell, A. K. & Brooker, S. 2011 A Non‐sandwiched Macrocyclic Monolanthanide Single‐Molecule Magnet: The Key Role of Axiality. Chemistry – A European Journal 17, 4362–4365. (doi:10.1002/chem.201100438)	2011	B	II	C	V	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=780637
79	2011_09	Zn3Nd(LPr)(NO3)3·2MeOH·3H2O	TM near Ln	Nd3+	Oblate	Kramers	100	NA	3	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Hysteresis	NA	10.1039/c1dt11038a	Feltham, H. L. C., Klöwer, F., Cameron, S. A., Larsen, D. S., Lan, Y., Tropiano, M., Faulkner, S., Powell, A. K. & Brooker, S. 2011 A family of 13 tetranuclear zinc(ii)-lanthanide(iii) complexes of a [3 + 3] Schiff-base macrocycle derived from 1,4-diformyl-2,3-dihydroxybenzene. Dalton Transactions 40, 11425. (doi:10.1039/c1dt11038a)	2011	B	Unassigned	C	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/c1dt11038a
80	2011_09	[Zn3Pr(LPr)(NO3)2(MeOH)3](NO3)·2H2O	TM near Ln	Pr3+	Oblate	Non-Kramers	100	NA	3	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Hysteresis	NA	10.1039/c1dt11038a	Feltham, H. L. C., Klöwer, F., Cameron, S. A., Larsen, D. S., Lan, Y., Tropiano, M., Faulkner, S., Powell, A. K. & Brooker, S. 2011 A family of 13 tetranuclear zinc(ii)-lanthanide(iii) complexes of a [3 + 3] Schiff-base macrocycle derived from 1,4-diformyl-2,3-dihydroxybenzene. Dalton Transactions 40, 11425. (doi:10.1039/c1dt11038a)	2011	B	Unassigned	E	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/c1dt11038a
81	2011_09	Zn3Sm(LPr)(NO3)3·3MeOH·3H2O	TM near Ln	Sm3+	Prolate	Kramers	100	NA	3	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Hysteresis	NA	10.1039/c1dt11038a	Feltham, H. L. C., Klöwer, F., Cameron, S. A., Larsen, D. S., Lan, Y., Tropiano, M., Faulkner, S., Powell, A. K. & Brooker, S. 2011 A family of 13 tetranuclear zinc(ii)-lanthanide(iii) complexes of a [3 + 3] Schiff-base macrocycle derived from 1,4-diformyl-2,3-dihydroxybenzene. Dalton Transactions 40, 11425. (doi:10.1039/c1dt11038a)	2011	C	Unassigned	D	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/c1dt11038a
82	2011_09	Zn3Gd(LPr)(NO3)3·3MeOH·5H2O	TM near Ln	Gd3+	Isotropic	Kramers	100	9	3	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Hysteresis	NA	10.1039/c1dt11038a	Feltham, H. L. C., Klöwer, F., Cameron, S. A., Larsen, D. S., Lan, Y., Tropiano, M., Faulkner, S., Powell, A. K. & Brooker, S. 2011 A family of 13 tetranuclear zinc(ii)-lanthanide(iii) complexes of a [3 + 3] Schiff-base macrocycle derived from 1,4-diformyl-2,3-dihydroxybenzene. Dalton Transactions 40, 11425. (doi:10.1039/c1dt11038a)	2011	A	Unassigned	A	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/c1dt11038a
83	2011_09	Zn3Tb(LPr)(NO3)3·3MeOH·H2O	TM near Ln	Tb3+	Oblate	Non-Kramers	100	9	3	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Hysteresis	NA	10.1039/c1dt11038a	Feltham, H. L. C., Klöwer, F., Cameron, S. A., Larsen, D. S., Lan, Y., Tropiano, M., Faulkner, S., Powell, A. K. & Brooker, S. 2011 A family of 13 tetranuclear zinc(ii)-lanthanide(iii) complexes of a [3 + 3] Schiff-base macrocycle derived from 1,4-diformyl-2,3-dihydroxybenzene. Dalton Transactions 40, 11425. (doi:10.1039/c1dt11038a)	2011	B	Unassigned	E	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/c1dt11038a
84	2011_09	Zn3Ho(LPr)(NO3)3·2MeOH·4H2O	TM near Ln	Ho3+	Oblate	Non-Kramers	100	9	3	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Hysteresis	NA	10.1039/c1dt11038a	Feltham, H. L. C., Klöwer, F., Cameron, S. A., Larsen, D. S., Lan, Y., Tropiano, M., Faulkner, S., Powell, A. K. & Brooker, S. 2011 A family of 13 tetranuclear zinc(ii)-lanthanide(iii) complexes of a [3 + 3] Schiff-base macrocycle derived from 1,4-diformyl-2,3-dihydroxybenzene. Dalton Transactions 40, 11425. (doi:10.1039/c1dt11038a)	2011	B	Unassigned	E	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/c1dt11038a
85	2011_09	Zn3Er(LPr)(NO3)3·2MeOH·5H2O	TM near Ln	Er3+	Prolate	Kramers	100	9	3	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Hysteresis	NA	10.1039/c1dt11038a	Feltham, H. L. C., Klöwer, F., Cameron, S. A., Larsen, D. S., Lan, Y., Tropiano, M., Faulkner, S., Powell, A. K. & Brooker, S. 2011 A family of 13 tetranuclear zinc(ii)-lanthanide(iii) complexes of a [3 + 3] Schiff-base macrocycle derived from 1,4-diformyl-2,3-dihydroxybenzene. Dalton Transactions 40, 11425. (doi:10.1039/c1dt11038a)	2011	C	Unassigned	D	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/c1dt11038a
86	2011_09	Zn3Tm(LPr)(NO3)3·3MeOH	TM near Ln	Tm3+	Prolate	Non-Kramers	100	9	3	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Hysteresis	NA	10.1039/c1dt11038a	Feltham, H. L. C., Klöwer, F., Cameron, S. A., Larsen, D. S., Lan, Y., Tropiano, M., Faulkner, S., Powell, A. K. & Brooker, S. 2011 A family of 13 tetranuclear zinc(ii)-lanthanide(iii) complexes of a [3 + 3] Schiff-base macrocycle derived from 1,4-diformyl-2,3-dihydroxybenzene. Dalton Transactions 40, 11425. (doi:10.1039/c1dt11038a)	2011	C	Unassigned	D	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/c1dt11038a
87	2011_09	Zn3Yb(LPr)(NO3)3·4MeOH	TM near Ln	Yb3+	Prolate	Kramers	100	9	3	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	12	5.5	NA	1.1e-5	NA	No Hysteresis	NA	10.1039/c1dt11038a	Feltham, H. L. C., Klöwer, F., Cameron, S. A., Larsen, D. S., Lan, Y., Tropiano, M., Faulkner, S., Powell, A. K. & Brooker, S. 2011 A family of 13 tetranuclear zinc(ii)-lanthanide(iii) complexes of a [3 + 3] Schiff-base macrocycle derived from 1,4-diformyl-2,3-dihydroxybenzene. Dalton Transactions 40, 11425. (doi:10.1039/c1dt11038a)	2011	C	II	D	V	http://www.crystallography.net/cod/result/?doi=10.1039/c1dt11038a
